,id_medicine,id_disease,correlation_score
69378,D035,D009,0.265
69379,D035,D009,0.323
69380,D035,D010,0.167
69381,D035,D010,0.19
69382,D035,D010,0.106
69383,D035,D010,0.393
69384,D035,D010,0.263
69385,D035,D010,0.136
69386,D035,D010,0.228
69387,D035,D010,0.262
69388,D035,D010,0.122
69389,D035,D010,0.444
69390,D035,D010,0.603
69391,D035,D010,0.359
69392,D035,D010,0.485
69393,D035,D010,0.182
69394,D035,D010,0.286
69395,D035,D010,0.587
69396,D035,D010,0.412
69397,D035,D010,0.28
69398,D035,D010,0.497
69399,D035,D010,0.12
69400,D035,D011,0.375
69401,D035,D011,0.634
69402,D035,D011,0.47
69403,D035,D011,0.656
69404,D035,D011,0.433
69405,D035,D011,0.581
69406,D035,D011,0.343
69407,D035,D011,0.45
69408,D035,D011,0.296
69409,D035,D011,0.429
69410,D035,D011,0.631
69411,D035,D011,0.36
69412,D035,D011,0.682
69413,D035,D011,0.27
69414,D035,D011,0.641
69415,D035,D011,0.464
69416,D035,D011,0.409
69417,D035,D011,0.409
69418,D035,D011,0.232
69419,D035,D011,0.109
69420,D035,D012,0.336
69421,D035,D012,0.628
69422,D035,D012,0.413
69423,D035,D012,0.34
69424,D035,D012,0.23
69425,D035,D012,0.173
69426,D035,D012,0.107
69427,D035,D012,0.212
69428,D035,D012,0.344
69429,D035,D012,0.276
69430,D035,D012,0.518
69431,D035,D012,0.441
69432,D035,D012,0.696
69433,D035,D012,0.288
69434,D035,D012,0.266
69435,D035,D012,0.429
69436,D035,D012,0.183
69437,D035,D012,0.157
69438,D035,D012,0.241
69439,D035,D012,0.441
69440,D035,D013,0.277
69441,D035,D013,0.377
69442,D035,D013,0.596
69443,D035,D013,0.478
69444,D035,D013,0.645
69445,D035,D013,0.51
69446,D035,D013,0.113
69447,D035,D013,0.606
69448,D035,D013,0.231
69449,D035,D013,0.104
69450,D035,D013,0.691
69451,D035,D013,0.492
69452,D035,D013,0.139
69453,D035,D013,0.45
69454,D035,D013,0.409
69455,D035,D013,0.113
69456,D035,D013,0.424
69457,D035,D013,0.35
69458,D035,D013,0.321
69459,D035,D013,0.698
69460,D035,D014,0.371
69461,D035,D014,0.523
69462,D035,D014,0.146
69463,D035,D014,0.116
69464,D035,D014,0.677
69465,D035,D014,0.561
69466,D035,D014,0.195
69467,D035,D014,0.575
69468,D035,D014,0.269
69469,D035,D014,0.293
69470,D035,D014,0.499
69471,D035,D014,0.686
69472,D035,D014,0.417
69473,D035,D014,0.558
69474,D035,D014,0.395
69475,D035,D014,0.607
69476,D035,D014,0.352
69477,D035,D014,0.393
69478,D035,D014,0.49
69479,D035,D014,0.37
69480,D035,D015,0.533
69481,D035,D015,0.107
69482,D035,D015,0.234
69483,D035,D015,0.678
69484,D035,D015,0.236
69485,D035,D015,0.49
69486,D035,D015,0.131
69487,D035,D015,0.342
69488,D035,D015,0.155
69489,D035,D015,0.208
69490,D035,D015,0.551
69491,D035,D015,0.386
69492,D035,D015,0.647
69493,D035,D015,0.487
69494,D035,D015,0.578
69495,D035,D015,0.205
69496,D035,D015,0.467
69497,D035,D015,0.177
69498,D035,D015,0.356
69499,D035,D015,0.24
69500,D035,D016,0.264
69501,D035,D016,0.433
69502,D035,D016,0.571
69503,D035,D016,0.534
69504,D035,D016,0.672
69505,D035,D016,0.104
69506,D035,D016,0.374
69507,D035,D016,0.397
69508,D035,D016,0.403
69509,D035,D016,0.284
69510,D035,D016,0.683
69511,D035,D016,0.608
69512,D035,D016,0.435
69513,D035,D016,0.29
69514,D035,D016,0.45
69515,D035,D016,0.195
69516,D035,D016,0.199
69517,D035,D016,0.626
69518,D035,D016,0.1
69519,D035,D016,0.213
69520,D035,D017,0.427
69521,D035,D017,0.55
69522,D035,D017,0.543
69523,D035,D017,0.697
69524,D035,D017,0.549
69525,D035,D017,0.522
69526,D035,D017,0.68
69527,D035,D017,0.326
69528,D035,D017,0.525
69529,D035,D017,0.301
69530,D035,D017,0.378
69531,D035,D017,0.4
69532,D035,D017,0.112
69533,D035,D017,0.617
69534,D035,D017,0.561
69535,D035,D017,0.126
69536,D035,D017,0.58
69537,D035,D017,0.451
69538,D035,D017,0.287
69539,D035,D017,0.444
69540,D035,D018,0.54
69541,D035,D018,0.459
69542,D035,D018,0.364
69543,D035,D018,0.26
69544,D035,D018,0.176
69545,D035,D018,0.479
69546,D035,D018,0.481
69547,D035,D018,0.422
69548,D035,D018,0.142
69549,D035,D018,0.276
69550,D035,D018,0.369
69551,D035,D018,0.379
69552,D035,D018,0.164
69553,D035,D018,0.694
69554,D035,D018,0.325
69555,D035,D018,0.246
69556,D035,D018,0.633
69557,D035,D018,0.698
69558,D035,D018,0.391
69559,D035,D018,0.557
69560,D035,D019,0.327
69561,D035,D019,0.188
69562,D035,D019,0.231
69563,D035,D019,0.595
69564,D035,D019,0.268
69565,D035,D019,0.155
69566,D035,D019,0.669
69567,D035,D019,0.291
69568,D035,D019,0.255
69569,D035,D019,0.184
69570,D035,D019,0.661
69571,D035,D019,0.332
69572,D035,D019,0.696
69573,D035,D019,0.156
69574,D035,D019,0.13
69575,D035,D019,0.676
69576,D035,D019,0.206
69577,D035,D019,0.295
69578,D035,D019,0.397
69579,D035,D019,0.452
69580,D035,D020,0.393
69581,D035,D020,0.672
69582,D035,D020,0.583
69583,D035,D020,0.191
69584,D035,D020,0.678
69585,D035,D020,0.113
69586,D035,D020,0.187
69587,D035,D020,0.393
69588,D035,D020,0.539
69589,D035,D020,0.371
69590,D035,D020,0.314
69591,D035,D020,0.179
69592,D035,D020,0.18
69593,D035,D020,0.28
69594,D035,D020,0.401
69595,D035,D020,0.219
69596,D035,D020,0.531
69597,D035,D020,0.675
69598,D035,D020,0.154
69599,D035,D020,0.108
69600,D035,D001,0.485
69601,D035,D001,0.156
69602,D035,D001,0.427
69603,D035,D001,0.505
69604,D035,D001,0.432
69605,D035,D001,0.529
69606,D035,D001,0.358
69607,D035,D001,0.34
69608,D035,D001,0.456
69609,D035,D001,0.399
69610,D035,D001,0.106
69611,D035,D001,0.135
69612,D035,D001,0.643
69613,D035,D001,0.177
69614,D035,D001,0.481
69615,D035,D001,0.502
69616,D035,D001,0.592
69617,D035,D001,0.202
69618,D035,D001,0.342
69619,D035,D001,0.474
69620,D035,D002,0.443
69621,D035,D002,0.637
69622,D035,D002,0.104
69623,D035,D002,0.631
69624,D035,D002,0.348
69625,D035,D002,0.53
69626,D035,D002,0.613
69627,D035,D002,0.156
69628,D035,D002,0.469
69629,D035,D002,0.543
69630,D035,D002,0.641
69631,D035,D002,0.636
69632,D035,D002,0.37
69633,D035,D002,0.104
69634,D035,D002,0.219
69635,D035,D002,0.531
69636,D035,D002,0.579
69637,D035,D002,0.483
69638,D035,D002,0.318
69639,D035,D002,0.604
69640,D035,D003,0.353
69641,D035,D003,0.506
69642,D035,D003,0.341
69643,D035,D003,0.111
69644,D035,D003,0.307
69645,D035,D003,0.658
69646,D035,D003,0.138
69647,D035,D003,0.512
69648,D035,D003,0.341
69649,D035,D003,0.192
69650,D035,D003,0.644
69651,D035,D003,0.601
69652,D035,D003,0.462
69653,D035,D003,0.389
69654,D035,D003,0.629
69655,D035,D003,0.159
69656,D035,D003,0.245
69657,D035,D003,0.425
69658,D035,D003,0.619
69659,D035,D003,0.32
69660,D035,D004,0.282
69661,D035,D004,0.641
69662,D035,D004,0.508
69663,D035,D004,0.467
69664,D035,D004,0.29
69665,D035,D004,0.206
69666,D035,D004,0.124
69667,D035,D004,0.252
69668,D035,D004,0.354
69669,D035,D004,0.16
69670,D035,D004,0.267
69671,D035,D004,0.566
69672,D035,D004,0.357
69673,D035,D004,0.466
69674,D035,D004,0.241
69675,D035,D004,0.347
69676,D035,D004,0.312
69677,D035,D004,0.291
69678,D035,D004,0.62
69679,D035,D004,0.517
69680,D035,D005,0.441
69681,D035,D005,0.491
69682,D035,D005,0.532
69683,D035,D005,0.386
69684,D035,D005,0.161
69685,D035,D005,0.598
69686,D035,D005,0.391
69687,D035,D005,0.338
69688,D035,D005,0.444
69689,D035,D005,0.193
69690,D035,D005,0.3
69691,D035,D005,0.291
69692,D035,D005,0.509
69693,D035,D005,0.144
69694,D035,D005,0.63
69695,D035,D005,0.323
69696,D035,D005,0.406
69697,D035,D005,0.385
69698,D035,D005,0.65
69699,D035,D005,0.284
69700,D035,D006,0.473
69701,D035,D006,0.53
69702,D035,D006,0.178
69703,D035,D006,0.134
69704,D035,D006,0.362
69705,D035,D006,0.564
69706,D035,D006,0.148
69707,D035,D006,0.243
69708,D035,D006,0.24
69709,D035,D006,0.672
69710,D035,D006,0.14
69711,D035,D006,0.591
69712,D035,D006,0.347
69713,D035,D006,0.357
69714,D035,D006,0.26
69715,D035,D006,0.258
69716,D035,D006,0.629
69717,D035,D006,0.349
69718,D035,D006,0.298
69719,D035,D006,0.169
69720,D035,D007,0.352
69721,D035,D007,0.29
69722,D035,D007,0.664
69723,D035,D007,0.311
69724,D035,D007,0.46
69725,D035,D007,0.424
69726,D035,D007,0.139
69727,D035,D007,0.4
69728,D035,D007,0.197
69729,D035,D007,0.633
69730,D035,D007,0.389
69731,D035,D007,0.444
69732,D035,D007,0.428
69733,D035,D007,0.551
69734,D035,D007,0.519
69735,D035,D007,0.541
69736,D035,D007,0.281
69737,D035,D007,0.331
69738,D035,D007,0.381
69739,D035,D007,0.224
69740,D035,D008,0.475
69741,D035,D008,0.641
69742,D035,D008,0.592
69743,D035,D008,0.223
69744,D035,D008,0.393
69745,D035,D008,0.651
69746,D035,D008,0.56
69747,D035,D008,0.162
69748,D035,D008,0.135
69749,D035,D008,0.536
69750,D035,D008,0.394
69751,D035,D008,0.561
69752,D035,D008,0.218
69753,D035,D008,0.276
69754,D035,D008,0.371
69755,D035,D008,0.416
69756,D035,D008,0.646
69757,D035,D008,0.332
69758,D035,D008,0.514
69759,D035,D008,0.672
69760,D035,D009,0.302
69761,D035,D009,0.127
69762,D035,D009,0.422
69763,D035,D009,0.552
69764,D035,D009,0.492
69765,D035,D009,0.163
69766,D035,D009,0.151
69767,D035,D009,0.501
69768,D035,D009,0.508
69769,D035,D009,0.688
69770,D035,D009,0.674
69771,D035,D009,0.424
69772,D035,D009,0.535
69773,D035,D009,0.308
69774,D035,D009,0.597
69775,D035,D009,0.291
69776,D035,D009,0.421
69777,D035,D009,0.404
69778,D035,D009,0.18
69779,D035,D009,0.517
69780,D035,D010,0.176
69781,D035,D010,0.317
69782,D035,D010,0.661
69783,D035,D010,0.336
69784,D035,D010,0.405
69785,D035,D010,0.583
69786,D035,D010,0.311
69787,D035,D010,0.557
69788,D035,D010,0.598
69789,D035,D010,0.419
69790,D035,D010,0.579
69791,D035,D010,0.397
69792,D035,D010,0.51
69793,D035,D010,0.149
69794,D035,D010,0.125
69795,D035,D010,0.398
69796,D035,D010,0.466
69797,D035,D010,0.404
69798,D035,D010,0.154
69799,D035,D010,0.507
69800,D035,D011,0.548
69801,D035,D011,0.224
69802,D035,D011,0.691
69803,D035,D011,0.37
69804,D035,D011,0.604
69805,D035,D011,0.186
69806,D035,D011,0.532
69807,D035,D011,0.286
69808,D035,D011,0.318
69809,D035,D011,0.245
69810,D035,D011,0.324
69811,D035,D011,0.145
69812,D035,D011,0.391
69813,D035,D011,0.274
69814,D035,D011,0.202
69815,D035,D011,0.44
69816,D035,D011,0.484
69817,D035,D011,0.172
69818,D035,D011,0.141
69819,D035,D011,0.177
69820,D035,D012,0.286
69821,D035,D012,0.225
69822,D035,D012,0.436
69823,D035,D012,0.465
69824,D035,D012,0.335
69825,D035,D012,0.191
69826,D035,D012,0.698
69827,D035,D012,0.148
69828,D035,D012,0.166
69829,D035,D012,0.193
69830,D035,D012,0.29
69831,D035,D012,0.392
69832,D035,D012,0.158
69833,D035,D012,0.416
69834,D035,D012,0.209
69835,D035,D012,0.545
69836,D035,D012,0.498
69837,D035,D012,0.539
69838,D035,D012,0.2
69839,D035,D012,0.616
69840,D035,D013,0.554
69841,D035,D013,0.395
69842,D035,D013,0.242
69843,D035,D013,0.626
69844,D035,D013,0.228
69845,D035,D013,0.622
69846,D035,D013,0.435
69847,D035,D013,0.173
69848,D035,D013,0.498
69849,D035,D013,0.487
69850,D035,D013,0.368
69851,D035,D013,0.428
69852,D035,D013,0.178
69853,D035,D013,0.634
69854,D035,D013,0.269
69855,D035,D013,0.523
69856,D035,D013,0.289
69857,D035,D013,0.688
69858,D035,D013,0.382
69859,D035,D013,0.223
69860,D035,D014,0.516
69861,D035,D014,0.194
69862,D035,D014,0.324
69863,D035,D014,0.264
69864,D035,D014,0.407
69865,D035,D014,0.329
69866,D035,D014,0.253
69867,D035,D014,0.439
69868,D035,D014,0.515
69869,D035,D014,0.112
69870,D035,D014,0.41
69871,D035,D014,0.299
69872,D035,D014,0.417
69873,D035,D014,0.501
69874,D035,D014,0.691
69875,D035,D014,0.438
69876,D035,D014,0.393
69877,D035,D014,0.143
69878,D035,D014,0.602
69879,D035,D014,0.288
69880,D035,D015,0.628
69881,D035,D015,0.579
69882,D035,D015,0.285
69883,D035,D015,0.321
69884,D035,D015,0.371
69885,D035,D015,0.27
69886,D035,D015,0.565
69887,D035,D015,0.686
69888,D035,D015,0.433
69889,D035,D015,0.456
69890,D035,D015,0.286
69891,D035,D015,0.397
69892,D035,D015,0.182
69893,D035,D015,0.324
69894,D035,D015,0.342
69895,D035,D015,0.325
69896,D035,D015,0.574
69897,D035,D015,0.238
69898,D035,D015,0.353
69899,D035,D015,0.631
69900,D035,D016,0.605
69901,D035,D016,0.686
69902,D035,D016,0.619
69903,D035,D016,0.195
69904,D035,D016,0.579
69905,D035,D016,0.621
69906,D035,D016,0.512
69907,D035,D016,0.143
69908,D035,D016,0.324
69909,D035,D016,0.213
69910,D035,D016,0.697
69911,D035,D016,0.201
69912,D035,D016,0.481
69913,D035,D016,0.281
69914,D035,D016,0.24
69915,D035,D016,0.585
69916,D035,D016,0.364
69917,D035,D016,0.404
69918,D035,D016,0.488
69919,D035,D016,0.265
69920,D035,D017,0.304
69921,D035,D017,0.567
69922,D035,D017,0.45
69923,D035,D017,0.391
69924,D035,D017,0.213
69925,D035,D017,0.367
69926,D035,D017,0.553
69927,D035,D017,0.173
69928,D035,D017,0.143
69929,D035,D017,0.567
69930,D035,D017,0.497
69931,D035,D017,0.227
69932,D035,D017,0.293
69933,D035,D017,0.516
69934,D035,D017,0.54
69935,D035,D017,0.687
69936,D035,D017,0.634
69937,D035,D017,0.257
69938,D035,D017,0.31
69939,D035,D017,0.666
69940,D035,D018,0.435
69941,D035,D018,0.298
69942,D035,D018,0.594
69943,D035,D018,0.319
69944,D035,D018,0.591
69945,D035,D018,0.554
69946,D035,D018,0.584
69947,D035,D018,0.421
69948,D035,D018,0.54
69949,D035,D018,0.415
69950,D035,D018,0.221
69951,D035,D018,0.568
69952,D035,D018,0.46
69953,D035,D018,0.586
69954,D035,D018,0.378
69955,D035,D018,0.235
69956,D035,D018,0.315
69957,D035,D018,0.345
69958,D035,D018,0.394
69959,D035,D018,0.616
69960,D035,D019,0.507
69961,D035,D019,0.204
69962,D035,D019,0.662
69963,D035,D019,0.549
69964,D035,D019,0.618
69965,D035,D019,0.393
69966,D035,D019,0.115
69967,D035,D019,0.436
69968,D035,D019,0.137
69969,D035,D019,0.65
69970,D035,D019,0.252
69971,D035,D019,0.578
69972,D035,D019,0.651
69973,D035,D019,0.345
69974,D035,D019,0.41
69975,D035,D019,0.663
69976,D035,D019,0.21
69977,D035,D019,0.569
69978,D035,D019,0.668
69979,D035,D019,0.431
69980,D035,D020,0.576
69981,D035,D020,0.599
69982,D035,D020,0.21
69983,D035,D020,0.684
69984,D035,D020,0.139
69985,D035,D020,0.251
69986,D035,D020,0.366
69987,D035,D020,0.616
69988,D035,D020,0.685
69989,D035,D020,0.141
69990,D035,D020,0.551
69991,D035,D020,0.356
69992,D035,D020,0.544
69993,D035,D020,0.513
69994,D035,D020,0.556
69995,D035,D020,0.273
69996,D035,D020,0.696
69997,D035,D020,0.666
69998,D035,D020,0.422
69999,D035,D020,0.138
70000,D036,D001,0.209
70001,D036,D001,0.646
70002,D036,D001,0.291
70003,D036,D001,0.384
70004,D036,D001,0.214
70005,D036,D001,0.496
70006,D036,D001,0.299
70007,D036,D001,0.237
70008,D036,D001,0.617
70009,D036,D001,0.569
70010,D036,D001,0.144
70011,D036,D001,0.663
70012,D036,D001,0.46
70013,D036,D001,0.399
70014,D036,D001,0.386
70015,D036,D001,0.535
70016,D036,D001,0.638
70017,D036,D001,0.561
70018,D036,D001,0.103
70019,D036,D001,0.569
70020,D036,D002,0.443
70021,D036,D002,0.224
70022,D036,D002,0.163
70023,D036,D002,0.14
70024,D036,D002,0.287
70025,D036,D002,0.506
70026,D036,D002,0.327
70027,D036,D002,0.645
70028,D036,D002,0.219
70029,D036,D002,0.189
70030,D036,D002,0.591
70031,D036,D002,0.583
70032,D036,D002,0.216
70033,D036,D002,0.1
70034,D036,D002,0.565
70035,D036,D002,0.219
70036,D036,D002,0.476
70037,D036,D002,0.639
70038,D036,D002,0.533
70039,D036,D002,0.683
70040,D036,D003,0.13
70041,D036,D003,0.473
70042,D036,D003,0.679
70043,D036,D003,0.512
70044,D036,D003,0.137
70045,D036,D003,0.585
70046,D036,D003,0.575
70047,D036,D003,0.516
70048,D036,D003,0.47
70049,D036,D003,0.428
70050,D036,D003,0.321
70051,D036,D003,0.682
70052,D036,D003,0.223
70053,D036,D003,0.412
70054,D036,D003,0.305
70055,D036,D003,0.6
70056,D036,D003,0.205
70057,D036,D003,0.6
70058,D036,D003,0.187
70059,D036,D003,0.636
70060,D036,D004,0.288
70061,D036,D004,0.12
70062,D036,D004,0.608
70063,D036,D004,0.231
70064,D036,D004,0.111
70065,D036,D004,0.315
70066,D036,D004,0.159
70067,D036,D004,0.277
70068,D036,D004,0.6
70069,D036,D004,0.309
70070,D036,D004,0.222
70071,D036,D004,0.247
70072,D036,D004,0.427
70073,D036,D004,0.12
70074,D036,D004,0.642
70075,D036,D004,0.137
70076,D036,D004,0.51
70077,D036,D004,0.618
70078,D036,D004,0.603
70079,D036,D004,0.483
70080,D036,D005,0.64
70081,D036,D005,0.653
70082,D036,D005,0.527
70083,D036,D005,0.419
70084,D036,D005,0.557
70085,D036,D005,0.215
70086,D036,D005,0.241
70087,D036,D005,0.361
70088,D036,D005,0.107
70089,D036,D005,0.163
70090,D036,D005,0.183
70091,D036,D005,0.208
70092,D036,D005,0.389
70093,D036,D005,0.342
70094,D036,D005,0.562
70095,D036,D005,0.695
70096,D036,D005,0.552
70097,D036,D005,0.279
70098,D036,D005,0.487
70099,D036,D005,0.424
70100,D036,D006,0.192
70101,D036,D006,0.518
70102,D036,D006,0.54
70103,D036,D006,0.483
70104,D036,D006,0.143
70105,D036,D006,0.516
70106,D036,D006,0.312
70107,D036,D006,0.493
70108,D036,D006,0.501
70109,D036,D006,0.524
70110,D036,D006,0.341
70111,D036,D006,0.227
70112,D036,D006,0.407
70113,D036,D006,0.694
70114,D036,D006,0.444
70115,D036,D006,0.458
70116,D036,D006,0.591
70117,D036,D006,0.241
70118,D036,D006,0.632
70119,D036,D006,0.621
70120,D036,D007,0.627
70121,D036,D007,0.377
70122,D036,D007,0.189
70123,D036,D007,0.296
70124,D036,D007,0.289
70125,D036,D007,0.682
70126,D036,D007,0.289
70127,D036,D007,0.223
70128,D036,D007,0.508
70129,D036,D007,0.403
70130,D036,D007,0.216
70131,D036,D007,0.587
70132,D036,D007,0.676
70133,D036,D007,0.427
70134,D036,D007,0.25
70135,D036,D007,0.245
70136,D036,D007,0.687
70137,D036,D007,0.599
70138,D036,D007,0.547
70139,D036,D007,0.445
70140,D036,D008,0.345
70141,D036,D008,0.29
70142,D036,D008,0.411
70143,D036,D008,0.14
70144,D036,D008,0.677
70145,D036,D008,0.115
70146,D036,D008,0.262
70147,D036,D008,0.579
70148,D036,D008,0.348
70149,D036,D008,0.298
70150,D036,D008,0.438
70151,D036,D008,0.252
70152,D036,D008,0.403
70153,D036,D008,0.12
70154,D036,D008,0.572
70155,D036,D008,0.606
70156,D036,D008,0.131
70157,D036,D008,0.301
70158,D036,D008,0.217
70159,D036,D008,0.563
70160,D036,D009,0.46
70161,D036,D009,0.407
70162,D036,D009,0.516
70163,D036,D009,0.138
70164,D036,D009,0.599
70165,D036,D009,0.16
70166,D036,D009,0.405
70167,D036,D009,0.265
70168,D036,D009,0.6
70169,D036,D009,0.194
70170,D036,D009,0.579
70171,D036,D009,0.389
70172,D036,D009,0.352
70173,D036,D009,0.226
70174,D036,D009,0.276
70175,D036,D009,0.411
70176,D036,D009,0.398
70177,D036,D009,0.686
70178,D036,D009,0.443
70179,D036,D009,0.697
70180,D036,D010,0.405
70181,D036,D010,0.341
70182,D036,D010,0.695
70183,D036,D010,0.589
70184,D036,D010,0.374
70185,D036,D010,0.667
70186,D036,D010,0.373
70187,D036,D010,0.348
70188,D036,D010,0.671
70189,D036,D010,0.338
70190,D036,D010,0.31
70191,D036,D010,0.157
70192,D036,D010,0.245
70193,D036,D010,0.381
70194,D036,D010,0.605
70195,D036,D010,0.661
70196,D036,D010,0.411
70197,D036,D010,0.183
70198,D036,D010,0.622
70199,D036,D010,0.523
70200,D036,D011,0.564
70201,D036,D011,0.346
70202,D036,D011,0.132
70203,D036,D011,0.634
70204,D036,D011,0.419
70205,D036,D011,0.446
70206,D036,D011,0.168
70207,D036,D011,0.428
70208,D036,D011,0.171
70209,D036,D011,0.21
70210,D036,D011,0.592
70211,D036,D011,0.496
70212,D036,D011,0.175
70213,D036,D011,0.18
70214,D036,D011,0.545
70215,D036,D011,0.477
70216,D036,D011,0.189
70217,D036,D011,0.404
70218,D036,D011,0.355
70219,D036,D011,0.646
70220,D036,D012,0.419
70221,D036,D012,0.619
70222,D036,D012,0.193
70223,D036,D012,0.496
70224,D036,D012,0.166
70225,D036,D012,0.684
70226,D036,D012,0.678
70227,D036,D012,0.525
70228,D036,D012,0.334
70229,D036,D012,0.44
70230,D036,D012,0.253
70231,D036,D012,0.61
70232,D036,D012,0.531
70233,D036,D012,0.219
70234,D036,D012,0.436
70235,D036,D012,0.141
70236,D036,D012,0.279
70237,D036,D012,0.105
70238,D036,D012,0.542
70239,D036,D012,0.691
70240,D036,D013,0.617
70241,D036,D013,0.461
70242,D036,D013,0.52
70243,D036,D013,0.263
70244,D036,D013,0.505
70245,D036,D013,0.53
70246,D036,D013,0.568
70247,D036,D013,0.516
70248,D036,D013,0.654
70249,D036,D013,0.413
70250,D036,D013,0.196
70251,D036,D013,0.655
70252,D036,D013,0.413
70253,D036,D013,0.62
70254,D036,D013,0.399
70255,D036,D013,0.504
70256,D036,D013,0.201
70257,D036,D013,0.346
70258,D036,D013,0.36
70259,D036,D013,0.55
70260,D036,D014,0.574
70261,D036,D014,0.308
70262,D036,D014,0.294
70263,D036,D014,0.694
70264,D036,D014,0.384
70265,D036,D014,0.378
70266,D036,D014,0.361
70267,D036,D014,0.603
70268,D036,D014,0.403
70269,D036,D014,0.667
70270,D036,D014,0.553
70271,D036,D014,0.531
70272,D036,D014,0.52
70273,D036,D014,0.308
70274,D036,D014,0.182
70275,D036,D014,0.46
70276,D036,D014,0.445
70277,D036,D014,0.601
70278,D036,D014,0.475
70279,D036,D014,0.194
70280,D036,D015,0.238
70281,D036,D015,0.579
70282,D036,D015,0.425
70283,D036,D015,0.148
70284,D036,D015,0.622
70285,D036,D015,0.658
70286,D036,D015,0.68
70287,D036,D015,0.586
70288,D036,D015,0.127
70289,D036,D015,0.515
70290,D036,D015,0.38
70291,D036,D015,0.669
70292,D036,D015,0.247
70293,D036,D015,0.454
70294,D036,D015,0.573
70295,D036,D015,0.169
70296,D036,D015,0.236
70297,D036,D015,0.366
70298,D036,D015,0.499
70299,D036,D015,0.56
70300,D036,D016,0.164
70301,D036,D016,0.396
70302,D036,D016,0.637
70303,D036,D016,0.697
70304,D036,D016,0.379
70305,D036,D016,0.682
70306,D036,D016,0.483
70307,D036,D016,0.511
70308,D036,D016,0.622
70309,D036,D016,0.188
70310,D036,D016,0.197
70311,D036,D016,0.277
70312,D036,D016,0.271
70313,D036,D016,0.239
70314,D036,D016,0.385
70315,D036,D016,0.678
70316,D036,D016,0.158
70317,D036,D016,0.492
70318,D036,D016,0.37
70319,D036,D016,0.224
70320,D036,D017,0.674
70321,D036,D017,0.691
70322,D036,D017,0.268
70323,D036,D017,0.403
70324,D036,D017,0.105
70325,D036,D017,0.536
70326,D036,D017,0.367
70327,D036,D017,0.235
70328,D036,D017,0.587
70329,D036,D017,0.288
70330,D036,D017,0.346
70331,D036,D017,0.28
70332,D036,D017,0.471
70333,D036,D017,0.331
70334,D036,D017,0.408
70335,D036,D017,0.507
70336,D036,D017,0.368
70337,D036,D017,0.584
70338,D036,D017,0.184
70339,D036,D017,0.32
70340,D036,D018,0.382
70341,D036,D018,0.469
70342,D036,D018,0.699
70343,D036,D018,0.346
70344,D036,D018,0.53
70345,D036,D018,0.156
70346,D036,D018,0.173
70347,D036,D018,0.554
70348,D036,D018,0.159
70349,D036,D018,0.392
70350,D036,D018,0.628
70351,D036,D018,0.228
70352,D036,D018,0.12
70353,D036,D018,0.629
70354,D036,D018,0.316
70355,D036,D018,0.144
70356,D036,D018,0.58
70357,D036,D018,0.268
70358,D036,D018,0.517
70359,D036,D018,0.196
70360,D036,D019,0.3
70361,D036,D019,0.255
70362,D036,D019,0.248
70363,D036,D019,0.191
70364,D036,D019,0.4
70365,D036,D019,0.318
70366,D036,D019,0.529
70367,D036,D019,0.412
70368,D036,D019,0.623
70369,D036,D019,0.385
70370,D036,D019,0.657
70371,D036,D019,0.699
70372,D036,D019,0.204
70373,D036,D019,0.111
70374,D036,D019,0.125
70375,D036,D019,0.101
70376,D036,D019,0.258
70377,D036,D019,0.367
70378,D036,D019,0.351
70379,D036,D019,0.503
70380,D036,D020,0.639
70381,D036,D020,0.626
70382,D036,D020,0.414
70383,D036,D020,0.149
70384,D036,D020,0.142
70385,D036,D020,0.58
70386,D036,D020,0.247
70387,D036,D020,0.266
70388,D036,D020,0.443
70389,D036,D020,0.261
70390,D036,D020,0.531
70391,D036,D020,0.544
70392,D036,D020,0.288
70393,D036,D020,0.281
70394,D036,D020,0.275
70395,D036,D020,0.564
70396,D036,D020,0.288
70397,D036,D020,0.347
70398,D036,D020,0.405
70399,D036,D020,0.467
70400,D036,D001,0.521
70401,D036,D001,0.395
70402,D036,D001,0.52
70403,D036,D001,0.109
70404,D036,D001,0.668
70405,D036,D001,0.161
70406,D036,D001,0.471
70407,D036,D001,0.42
70408,D036,D001,0.534
70409,D036,D001,0.423
70410,D036,D001,0.668
70411,D036,D001,0.363
70412,D036,D001,0.41
70413,D036,D001,0.588
70414,D036,D001,0.614
70415,D036,D001,0.284
70416,D036,D001,0.147
70417,D036,D001,0.528
70418,D036,D001,0.433
70419,D036,D001,0.2
70420,D036,D002,0.165
70421,D036,D002,0.583
70422,D036,D002,0.256
70423,D036,D002,0.49
70424,D036,D002,0.465
70425,D036,D002,0.444
70426,D036,D002,0.518
70427,D036,D002,0.423
70428,D036,D002,0.143
70429,D036,D002,0.257
70430,D036,D002,0.244
70431,D036,D002,0.683
70432,D036,D002,0.491
70433,D036,D002,0.122
70434,D036,D002,0.667
70435,D036,D002,0.548
70436,D036,D002,0.474
70437,D036,D002,0.539
70438,D036,D002,0.325
70439,D036,D002,0.164
70440,D036,D003,0.214
70441,D036,D003,0.114
70442,D036,D003,0.144
70443,D036,D003,0.612
70444,D036,D003,0.547
70445,D036,D003,0.61
70446,D036,D003,0.579
70447,D036,D003,0.435
70448,D036,D003,0.507
70449,D036,D003,0.428
70450,D036,D003,0.495
70451,D036,D003,0.547
70452,D036,D003,0.37
